,,PDemand,QDemand
2021,6678,6.29,18.23
2021,6679,6.25,18.05
2021,6680,6.2,18.16
2021,6681,6.17,18.37
2021,6682,6.22,18.51
2021,6683,6.26,18.79
2021,6684,6.37,18.89
2021,6685,6.38,19.18
2021,6686,6.4,19.47
2021,6687,6.41,19.55
2021,6688,6.44,19.59
2021,6689,6.43,19.55
2021,6690,6.46,19.61
2021,6691,6.52,19.34
2021,6692,6.59,19.05
2021,6693,6.62,18.67
2021,6694,6.53,18.96
2021,6695,6.49,18.77
2021,6696,6.44,18.3
2021,6697,6.37,18.2
2021,6698,6.32,18.16
2021,6699,6.3,18.17
2021,6700,6.33,18.16
2021,6701,6.31,18.22
2021,6702,6.23,18.2
2021,6703,6.22,18.09
2021,6704,6.22,18.1
2021,6705,6.18,18.29
2021,6706,6.21,18.33
2021,6707,6.28,18.8
2021,6708,6.38,18.51
2021,6709,6.43,18.65
2021,6710,6.47,18.81
2021,6711,6.5,18.72
2021,6712,6.6,18.54
2021,6713,6.65,18.87
2021,6714,6.69,19.02
2021,6715,6.75,18.8
2021,6716,6.75,18.94
2021,6717,6.78,18.79
2021,6718,6.68,18.51
2021,6719,6.62,18.44
2021,6720,6.63,18.43
2021,6721,6.57,18.04
2021,6722,6.63,18.28
2021,6723,6.58,18.13
2021,6724,6.61,18.23
2021,6725,6.55,18.22
2021,6726,6.42,18.25
2021,6727,6.43,18.1
2021,6728,6.42,17.89
2021,6729,6.4,18.22
2021,6730,6.35,18.61
2021,6731,6.44,18.68
2021,6732,6.5,18.95
2021,6733,6.6,19.17
2021,6734,6.65,19.42
2021,6735,6.66,19.61
2021,6736,6.68,19.64
2021,6737,6.69,19.67
2021,6738,6.68,19.58
2021,6739,6.8,19.48
2021,6740,6.82,18.86
2021,6741,6.71,18.69
2021,6742,6.63,18.54
2021,6743,6.61,18.46
2021,6744,6.6,18.6
2021,6745,6.57,18.62
2021,6746,6.58,18.41
2021,6747,6.6,18.46
2021,6748,6.58,18.43
2021,6749,6.53,18.34
2021,6750,6.44,18.17
2021,6751,6.38,18.06
2021,6752,6.43,18.07
2021,6753,6.41,17.73
2021,6754,6.42,17.51
2021,6755,6.42,17.61
2021,6756,6.49,17.41
2021,6757,6.62,17.39
2021,6758,6.67,17.75
2021,6759,6.69,17.82
2021,6760,6.71,17.91
2021,6761,6.71,17.94
2021,6762,6.62,17.99
2021,6763,6.53,17.18
2021,6764,6.61,8.78
2021,6765,6.86,13.23
2021,6766,6.71,16.95
2021,6767,6.72,17.27
2021,6768,6.67,17.4
2021,6769,6.62,17.35
2021,6770,6.6,17.32
2021,6771,6.54,17.26
2021,6772,6.49,18.4
2021,6773,6.46,17.3
2021,6774,6.43,15.08
2021,6775,6.39,12.83
2021,6776,6.37,17.21
2021,6777,6.41,17.71
2021,6778,6.49,18.01
2021,6779,6.57,18.18
2021,6780,6.68,17.94
2021,6781,6.67,17.95
2021,6782,6.62,18.18
2021,6783,6.7,18.34
2021,6784,6.65,18.01
2021,6785,6.35,13.79
2021,6786,6.73,16.29
2021,6787,6.71,17.72
2021,6788,6.75,17.44
2021,6789,6.87,17.52
2021,6790,6.84,17.63
2021,6791,6.8,17.69
2021,6792,6.78,17.74
2021,6793,6.71,17.73
2021,6794,6.66,17.95
2021,6795,6.64,17.88
2021,6796,6.69,17.64
2021,6797,6.64,17.5
2021,6798,6.59,17.45
2021,6799,6.61,17.45
2021,6800,6.51,17.14
2021,6801,6.02,9.49
2021,6802,5.9,8.02
2021,6803,5.84,7.59
2021,6804,5.96,6.62
2021,6805,6.56,6.64
2021,6806,6.02,9.48
2021,6807,6.01,17.38
2021,6808,6.42,17.76
2021,6809,6.42,17.27
2021,6810,6.49,18.42
2021,6811,6.63,18.85
2021,6812,6.54,18.67
2021,6813,6.69,18.33
2021,6814,6.66,18.16
2021,6815,6.64,18.23
2021,6816,6.62,18.31
2021,6817,6.63,18.31
2021,6818,6.63,18.41
2021,6819,6.55,18.28
2021,6820,6.5,18.54
2021,6821,6.47,18.39
2021,6822,6.49,18.28
2021,6823,6.48,18.19
2021,6824,6.51,18.21
2021,6825,6.48,18.27
2021,6826,6.48,18.48
2021,6827,6.5,18.72
2021,6828,6.57,18.97
2021,6829,6.64,19.25
2021,6830,6.59,19.41
2021,6831,6.58,19.49
2021,6832,6.6,19.5
2021,6833,6.58,19.35
2021,6834,6.64,19.07
2021,6835,6.66,18.71
2021,6836,6.7,18.81
2021,6837,6.54,18.8
2021,6838,6.49,18.35
2021,6839,6.48,18.53
2021,6840,6.53,18.51
2021,6841,6.47,18.54
2021,6842,6.51,18.63
2021,6843,6.58,18.49
2021,6844,6.5,18.47
2021,6845,6.5,18.42
2021,6846,6.52,18.45
2021,6847,6.49,18.47
2021,6848,6.5,18.58
2021,6849,6.46,18.74
2021,6850,6.44,19.03
2021,6851,6.42,19.12
2021,6852,6.46,19.09
2021,6853,6.6,18.99
2021,6854,6.46,18.85
2021,6855,6.52,18.81
2021,6856,6.55,18.71
2021,6857,6.57,18.8
2021,6858,6.54,18.84
2021,6859,6.59,18.67
2021,6860,6.61,18.07
2021,6861,6.56,17.97
2021,6862,6.48,17.97
2021,6863,6.47,18.09
2021,6864,6.39,18.34
2021,6865,6.5,18.41
2021,6866,6.38,18.57
2021,6867,6.43,18.54
2021,6868,6.42,18.37
2021,6869,6.47,18.48
2021,6870,6.42,18.64
2021,6871,6.36,18.3
2021,6872,6.34,18.74
2021,6873,6.35,19.22
2021,6874,6.38,19.31
2021,6875,6.37,19.25
2021,6876,6.36,18.93
2021,6877,6.48,18.6
2021,6878,6.25,17.98
2021,6879,6.25,17.49
2021,6880,6.33,18.25
2021,6881,6.32,18.63
2021,6882,6.29,18.44
2021,6883,6.34,18.45
2021,6884,6.38,18.49
2021,6885,6.35,18.36
2021,6886,6.27,18.38
2021,6887,6.24,18.25
2021,6888,6.22,18.25
2021,6889,6.18,18.03
2021,6890,6.17,18.11
2021,6891,6.17,18.27
2021,6892,6.13,17.93
2021,6893,6.01,17.72
2021,6894,5.88,16.2
2021,6895,5.88,15.3
2021,6896,5.95,16.93
2021,6897,6.14,17.94
2021,6898,6.27,18.43
2021,6899,6.28,18.65
2021,6900,6.25,18.83
2021,6901,6.38,18.78
2021,6902,6.31,18.79
2021,6903,6.27,18.65
2021,6904,6.26,18.54
2021,6905,6.26,18.47
2021,6906,6.21,18.45
2021,6907,6.19,18.6
2021,6908,6.23,18.27
2021,6909,6.26,17.96
2021,6910,6.24,18.07
2021,6911,6.14,17.74
2021,6912,6.09,17.73
2021,6913,6.1,17.42
2021,6914,6.12,17.49
2021,6915,6.08,17.27
2021,6916,6.11,16.91
2021,6917,6.02,16.73
2021,6918,5.97,16.77
2021,6919,5.97,16.46
2021,6920,6.01,16.85
2021,6921,5.99,16.97
2021,6922,6.09,18.2
2021,6923,6.1,18.68
2021,6924,6.15,18.86
2021,6925,6.23,19.04
2021,6926,6.02,18.41
2021,6927,5.93,17.92
2021,6928,5.72,13.06
2021,6929,5.7,12.93
2021,6930,5.76,13.35
2021,6931,6.18,15.36
2021,6932,6.17,18.03
2021,6933,6.22,18.53
2021,6934,6.18,18.47
2021,6935,6.17,18.02
2021,6936,5.9,5.81
2021,6937,5.37,2.82
2021,6938,5.38,3.49
2021,6939,5.28,2.8
2021,6940,5.21,3.12
2021,6941,5.34,3.13
2021,6942,5.28,2.66
2021,6943,5.23,2.52
2021,6944,5.24,2.46
2021,6945,5.27,2.6
2021,6946,5.17,2.76
2021,6947,5.09,3.02
2021,6948,5.46,2.77
2021,6949,6.44,4.28
2021,6950,6.32,13.53
2021,6951,6.39,18.79
2021,6952,6.43,19.17
2021,6953,6.21,18.8
2021,6954,6.18,17.97
2021,6955,6.36,18.77
2021,6956,6.36,19.37
2021,6957,6.36,19.39
2021,6958,6.32,20.61
2021,6959,6.17,15.72
2021,6960,6.3,18.45
2021,6961,6.29,18.53
2021,6962,6.28,17.91
2021,6963,6.32,15.32
2021,6964,6.24,14.77
2021,6965,6.15,13.84
2021,6966,6.14,11.92
2021,6967,6.16,13.81
2021,6968,6.25,18.25
2021,6969,6.31,18.11
2021,6970,6.36,19.23
2021,6971,6.38,20.24
2021,6972,6.4,20.24
2021,6973,6.43,20.1
2021,6974,6.36,20.15
2021,6975,6.4,20
2021,6976,6.37,20.02
2021,6977,6.32,20.14
2021,6978,6.45,20.12
2021,6979,6.34,20.02
2021,6980,6.35,19.21
2021,6981,6.38,19.17
2021,6982,6.35,19.49
2021,6983,6.26,19.69
2021,6984,6.28,19.88
2021,6985,6.26,19.97
2021,6986,6.24,19.57
2021,6987,6.28,19.57
2021,6988,6.32,19.95
2021,6989,6.21,19.87
2021,6990,6.18,19.75
2021,6991,6.2,19.86
2021,6992,6.17,19.35
2021,6993,6.16,19.38
2021,6994,6.17,19.85
2021,6995,6.18,20.22
2021,6996,6.24,20.23
2021,6997,6.24,20.17
2021,6998,6.21,20.08
2021,6999,6.22,20.06
2021,7000,6.26,20.1
2021,7001,6.26,19.56
2021,7002,6.27,19.2
2021,7003,6.35,19.46
2021,7004,6.38,18.94
2021,7005,6.3,19.37
2021,7006,6.28,19.69
2021,7007,6.23,19.56
2021,7008,6.23,18.53
2021,7009,6.27,18.54
2021,7010,6.28,18.85
2021,7011,6.2,13.42
2021,7012,6.29,10.61
2021,7013,6.11,10.83
2021,7014,6.11,16.25
2021,7015,6.14,20.31
2021,7016,6.17,20.15
2021,7017,6.11,19.91
2021,7018,6.12,19.82
2021,7019,6.13,19.74
2021,7020,6.16,19.69
2021,7021,6.1,19.8
2021,7022,6.14,19.57
2021,7023,6.16,19.28
2021,7024,6.18,19.81
2021,7025,6.2,20.14
2021,7026,6.18,19.69
2021,7027,6.15,19.29
2021,7028,6.23,17.54
2021,7029,6.21,16.83
2021,7030,6.17,16.64
2021,7031,6.16,16.14
2021,7032,6.11,17.09
2021,7033,6.05,17.63
2021,7034,6.06,17.23
2021,7035,6.05,16.99
2021,7036,6.13,17.13
2021,7037,6.02,17.31
2021,7038,5.91,17.5
2021,7039,5.95,17.73
2021,7040,5.99,17.82
2021,7041,6.01,17.84
2021,7042,6.07,18.19
2021,7043,6.08,19.81
2021,7044,6.19,19.66
2021,7045,6.14,19.12
2021,7046,6.13,19.46
2021,7047,6.1,19.61
2021,7048,6.1,19.73
2021,7049,6.15,19.61
2021,7050,6.15,19.79
2021,7051,6.22,19.91
2021,7052,6.34,19.22
2021,7053,6.19,18.89
2021,7054,6.1,18.88
2021,7055,6.04,18.83
2021,7056,5.98,18.63
2021,7057,5.9,18.21
2021,7058,5.92,17.83
2021,7059,5.99,17.81
2021,7060,6.13,18.06
2021,7061,6.04,18.25
2021,7062,5.93,13.87
2021,7063,6.18,9.22
2021,7064,6.09,8.43
2021,7065,6.01,8.26
2021,7066,6.03,8.47
2021,7067,6.04,8.53
2021,7068,6.05,8.51
2021,7069,6.12,8.58
2021,7070,6.09,8.8
2021,7071,6.1,8.48
2021,7072,6.06,8.14
2021,7073,6.07,7.63
2021,7074,6.06,7.58
2021,7075,5.95,6.65
2021,7076,6.22,8.24
2021,7077,6.28,9.31
2021,7078,6.24,10.56
2021,7079,5.99,8.63
2021,7080,5.95,8.74
2021,7081,5.94,13.94
2021,7082,5.93,20.13
2021,7083,6.11,19.93
2021,7084,6.15,20
2021,7085,6.04,18.9
2021,7086,6.03,19.75
2021,7087,6.01,19.73
2021,7088,6.03,19.78
2021,7089,6.02,19.67
2021,7090,6.03,19.75
2021,7091,6.02,20.45
2021,7092,5.94,20.32
2021,7093,5.94,19.79
2021,7094,6.08,19.88
2021,7095,6.07,19.66
2021,7096,6.1,19.58
2021,7097,6.09,20.25
2021,7098,6.11,20.36
2021,7099,6.15,20.26
2021,7100,6.19,20.27
2021,7101,6.14,19.95
2021,7102,6.08,19.39
2021,7103,6.03,19.09
2021,7104,6.06,19.29
2021,7105,6.09,19.73
2021,7106,6.08,19.59
2021,7107,6.09,19.6
2021,7108,6.14,19.56
2021,7109,6.07,19.62
2021,7110,6.09,19.75
2021,7111,6.09,19.43
2021,7112,6.1,19.22
2021,7113,6.06,18.91
2021,7114,6.07,19.32
2021,7115,6.11,19.71
2021,7116,6.12,19.87
2021,7117,6.11,19.72
2021,7118,6.11,19.79
2021,7119,6.08,19.87
2021,7120,6.11,19.97
2021,7121,6.15,19.9
2021,7122,6.19,20.28
2021,7123,6.25,20.21
2021,7124,6.27,19.64
2021,7125,6.17,19.4
2021,7126,6.16,19.06
2021,7127,6.1,19.06
2021,7128,6.08,17.17
2021,7129,6.13,17.9
2021,7130,6.08,19.87
2021,7131,6.12,19.6
2021,7132,6.09,19.32
2021,7133,6.05,19.39
2021,7134,6.05,19.06
2021,7135,5.99,19.09
2021,7136,5.99,19
2021,7137,6.02,19.3
2021,7138,5.8,15.48
2021,7139,5.79,14.56
2021,7140,6.09,18.64
2021,7141,6.15,19.36
2021,7142,6.15,19.58
2021,7143,6.14,19.81
2021,7144,6.15,19.9
2021,7145,6.19,19.92
2021,7146,6.24,20.15
2021,7147,6.25,20.01
2021,7148,6.37,20.05
2021,7149,6.44,20.07
2021,7150,6.3,20.1
2021,7151,6.26,19.82
2021,7152,6.23,19.91
2021,7153,6.21,20.05
2021,7154,6.18,20.07
2021,7155,6.2,20.3
2021,7156,6.18,19.8
2021,7157,5.87,13.66
2021,7158,6.11,12.8
2021,7159,6.04,17.72
2021,7160,6.06,18.42
2021,7161,6.04,18.54
2021,7162,6.13,18.83
2021,7163,6.11,18.78
2021,7164,6.21,18.62
2021,7165,6.19,18.96
2021,7166,6.21,19.19
2021,7167,6.22,19.33
2021,7168,6.22,19.43
2021,7169,6.25,19.34
2021,7170,6.25,19.35
2021,7171,6.3,19.12
2021,7172,6.41,18.97
2021,7173,6.39,19.01
2021,7174,6.3,19.05
2021,7175,6.29,19.03
2021,7176,6.25,19.06
2021,7177,6.26,19.23
2021,7178,6.19,19.14
2021,7179,6.24,19.01
2021,7180,6.19,19.22
2021,7181,6.13,19.3
2021,7182,6.1,19.3
2021,7183,6.11,19.55
2021,7184,6.08,19.7
2021,7185,6.12,19.87
2021,7186,6.18,19.8
2021,7187,6.28,19.49
2021,7188,6.36,19.67
2021,7189,6.31,19.74
2021,7190,6.36,19.95
2021,7191,6.49,20.06
2021,7192,6.42,19.96
2021,7193,6.34,19.77
2021,7194,6.4,19.49
2021,7195,6.54,19.26
2021,7196,6.46,19.21
2021,7197,6.38,19.31
2021,7198,6.34,19.27
2021,7199,6.32,19.13
2021,7200,6.37,18.86
2021,7201,6.33,18.85
2021,7202,6.34,18.83
2021,7203,6.32,18.88
2021,7204,6.29,18.87
2021,7205,6.23,18.82
2021,7206,6.24,18.69
2021,7207,6.24,18.79
2021,7208,6.21,18.96
2021,7209,6.25,19.13
2021,7210,6.28,19.45
2021,7211,6.29,19.57
2021,7212,6.45,19.6
2021,7213,6.35,19.92
2021,7214,6.36,19.97
2021,7215,6.36,19.88
2021,7216,6.36,19.95
2021,7217,6.35,19.95
2021,7218,6.39,19.93
2021,7219,6.41,19.88
2021,7220,6.36,19.38
2021,7221,6.44,19.3
2021,7222,6.21,18.78
2021,7223,6.09,15.27
2021,7224,6.31,14.44
2021,7225,6.26,18.33
2021,7226,6.29,18.95
2021,7227,6.29,19.01
2021,7228,6.34,19.09
2021,7229,6.25,19.2
2021,7230,6.22,19.21
2021,7231,6.17,19.58
2021,7232,6.21,19.73
2021,7233,6.26,19.99
2021,7234,6.27,20.22
2021,7235,6.21,19.89
2021,7236,6.35,19.85
2021,7237,6.32,19.86
2021,7238,6.39,19.86
2021,7239,6.38,20.04
2021,7240,6.4,19.8
2021,7241,6.38,19.63
2021,7242,6.41,19.3
2021,7243,6.35,19.05
2021,7244,6.45,18.99
2021,7245,6.51,18.78
2021,7246,6.39,18.88
2021,7247,6.33,18.81
2021,7248,6.37,18.98
2021,7249,6.29,18.99
2021,7250,6.25,18.91
2021,7251,6.23,18.83
2021,7252,6.27,18.95
2021,7253,6.17,18.82
2021,7254,6.14,18.65
2021,7255,6.08,18.34
2021,7256,6.11,18.76
2021,7257,6.13,18.82
2021,7258,6.21,19.13
2021,7259,6.25,19.41
2021,7260,6.33,19.53
2021,7261,6.27,19.75
2021,7262,6.3,19.7
2021,7263,6.38,20.3
2021,7264,6.25,20.53
2021,7265,6.32,20.5
2021,7266,6.37,19.93
2021,7267,6.32,19.71
2021,7268,6.28,19.63
2021,7269,6.32,19.6
2021,7270,6.27,19.3
2021,7271,6.22,19.27
2021,7272,6.27,19.38
2021,7273,6.29,19.39
2021,7274,6.25,19.32
2021,7275,6.28,19.2
2021,7276,6.39,19.21
2021,7277,6.45,19.46
2021,7278,6.4,19.34
2021,7279,6.4,19.36
2021,7280,6.37,19.36
2021,7281,6.4,19.35
2021,7282,6.46,19.38
2021,7283,6.44,19.72
2021,7284,6.48,19.59
2021,7285,6.42,19.79
2021,7286,6.38,19.72
2021,7287,6.46,19.66
2021,7288,6.36,19.72
2021,7289,6.39,19.71
2021,7290,6.42,19.81
2021,7291,6.43,19.82
2021,7292,6.48,20.04
2021,7293,6.5,19.45
2021,7294,6.51,19.53
2021,7295,6.51,19.14
2021,7296,6.5,19.28
2021,7297,6.51,19.49
2021,7298,6.5,19.52
2021,7299,6.56,19.36
2021,7300,6.66,19.63
2021,7301,6.62,19.38
2021,7302,6.53,19.49
2021,7303,6.55,19.38
2021,7304,6.54,19.48
2021,7305,6.56,19.7
2021,7306,6.5,19.76
2021,7307,6.53,19.73
2021,7308,6.63,19.04
2021,7309,6.54,19.54
2021,7310,6.48,19.44
2021,7311,6.52,19.57
2021,7312,6.53,19.66
2021,7313,6.47,19.79
2021,7314,6.47,19.84
2021,7315,6.46,19.77
2021,7316,6.54,19.72
2021,7317,6.56,19.85
2021,7318,6.46,19.86
2021,7319,6.47,19.77
2021,7320,6.45,19.93
2021,7321,6.39,20.32
2021,7322,6.39,20.31
2021,7323,6.4,19.48
2021,7324,6.58,20.42
2021,7325,6.63,19.76
2021,7326,6.38,19.7
2021,7327,6.41,19.55
2021,7328,6.5,19.65
2021,7329,6.51,19.69
2021,7330,6.38,19.68
2021,7331,6.38,19.61
2021,7332,6.37,19.56
2021,7333,6.5,19.55
2021,7334,6.37,19.55
2021,7335,6.39,19.56
2021,7336,6.39,19.79
2021,7337,6.35,19.81
2021,7338,6.37,19.92
2021,7339,6.39,19.84
2021,7340,6.33,19.79
2021,7341,6.06,19.42
2021,7342,6.19,20.26
2021,7343,6.27,19.95
2021,7344,6.28,19.9
2021,7345,6.29,20.08
2021,7346,6.27,20.23
2021,7347,6.3,20.36
2021,7348,6.29,19.66
2021,7349,6.39,20.1
2021,7350,6.28,20.14
2021,7351,6.32,19.82
2021,7352,6.28,19.93
2021,7353,6.27,20.13
2021,7354,6.32,20.22
2021,7355,6.44,20.31
2021,7356,6.39,20.2
2021,7357,6.28,20.19
2021,7358,6.2,20.07
2021,7359,6.25,20.12
2021,7360,5.98,14.45
2021,7361,6.2,10.35
2021,7362,6.23,15.95
2021,7363,6.21,19.37
2021,7364,6.32,19.39
2021,7365,6.25,19.32
2021,7366,6.25,19.35
2021,7367,6.24,19.22
2021,7368,6.27,19.79
2021,7369,6.24,19.9
2021,7370,6.26,19.88
2021,7371,6.29,19.92
2021,7372,6.29,19.91
2021,7373,6.17,19.88
2021,7374,6.25,19.76
2021,7375,6.23,19.77
2021,7376,6.24,19.79
2021,7377,6.23,19.93
2021,7378,6.26,19.88
2021,7379,6.29,19.92
2021,7380,6.27,19.99
2021,7381,6.33,19.96
2021,7382,6.27,19.65
2021,7383,6.26,19.87
2021,7384,6.26,19.55
2021,7385,6.28,19.5
2021,7386,6.31,19.45
2021,7387,6.31,19.4
2021,7388,6.29,19.04
2021,7389,6.35,19
2021,7390,6.34,18.86
2021,7391,6.2,18.82
2021,7392,6.17,18.95
2021,7393,6.18,18.98
2021,7394,6.17,19.04
2021,7395,6.16,18.79
2021,7396,6.2,19.24
2021,7397,6.18,19.19
2021,7398,6.1,19.13
2021,7399,6.12,19.24
2021,7400,6.11,19.06
2021,7401,6.1,19.01
2021,7402,6.14,19.1
2021,7403,6.08,19.19
2021,7404,6.1,19.18
2021,7405,6.16,19.35
2021,7406,6.13,19.23
2021,7407,6.18,19.25
2021,7408,6.17,19.46
2021,7409,6.14,19.23
2021,7410,6.15,19.1
2021,7411,6.22,19.18
2021,7412,6.17,19.06
2021,7413,6.29,19.05
2021,7414,6.17,19.01
2021,7415,6.1,18.98
2021,7416,6.07,19.01
2021,7417,6.14,19.19
2021,7418,6.08,19.24
2021,7419,6.04,19.14
2021,7420,5.98,19.04
2021,7421,5.93,19.04
2021,7422,6,19.31
2021,7423,6.08,19.04
2021,7424,6.11,17.81
2021,7425,6.06,18.1
2021,7426,6.08,19.68
2021,7427,6.12,19.16
2021,7428,6.17,19.01
2021,7429,6.18,18.75
2021,7430,6.15,18.54
2021,7431,6.15,18.57
2021,7432,6.14,18.76
2021,7433,6.15,18.91
2021,7434,6.14,19.04
2021,7435,6.16,18.75
2021,7436,6.21,18.54
2021,7437,6.23,18.36
2021,7438,6.18,18.67
2021,7439,6.33,18.74
2021,7440,6.3,18.83
2021,7441,6.31,17.75
2021,7442,6.25,18.8
2021,7443,6.24,18.89
2021,7444,6.22,18.64
2021,7445,6.24,19.54
2021,7446,6.23,18.82
2021,7447,6.22,18.78
2021,7448,6.23,18.79
2021,7449,6.21,18.83
2021,7450,6.22,18.88
2021,7451,6.16,19.06
2021,7452,6.15,19.12
2021,7453,6.16,19.08
2021,7454,6.16,19.19
2021,7455,6.16,19.12
2021,7456,6.06,18.61
2021,7457,6.1,18.58
2021,7458,5.83,19.19
2021,7459,5.84,18.46
2021,7460,5.86,19.11
2021,7461,5.88,18.44
2021,7462,5.81,18.3
2021,7463,5.88,18.5
2021,7464,5.97,18.6
2021,7465,5.94,18.37
2021,7466,5.94,18.45
2021,7467,5.99,18.4
2021,7468,5.92,18.2
2021,7469,5.93,18.52
2021,7470,5.92,18.46
2021,7471,5.92,18.51
2021,7472,5.93,18.69
2021,7473,5.95,18.53
2021,7474,5.98,18.77
2021,7475,5.97,18.78
2021,7476,6.07,19.02
2021,7477,6.05,19.04
2021,7478,5.88,16.95
2021,7479,5.94,18.28
2021,7480,5.96,19.02
2021,7481,5.94,18.89
2021,7482,5.94,18.83
2021,7483,5.94,18.79
2021,7484,6.08,18.57
2021,7485,6.11,18.68
2021,7486,6.05,18.65
2021,7487,6.06,18.75
2021,7488,5.83,14.35
2021,7489,5.59,13.48
2021,7490,5.71,13.62
2021,7491,5.81,17.48
2021,7492,5.87,18.65
2021,7493,5.92,18.79
2021,7494,5.91,18.78
2021,7495,5.88,18.7
2021,7496,5.9,18.5
2021,7497,5.89,18.75
2021,7498,5.92,18.97
2021,7499,5.98,19.07
2021,7500,6.05,19.25
2021,7501,5.93,19.27
2021,7502,5.95,19.2
2021,7503,5.98,19.24
2021,7504,6.02,19.34
2021,7505,6.05,19.42
2021,7506,6.01,19.39
2021,7507,6.05,19.39
2021,7508,6.09,19.16
2021,7509,6.13,19.06
2021,7510,6.07,18.9
2021,7511,6.11,18.96
2021,7512,6.08,19.04
2021,7513,6.04,19
2021,7514,5.99,18.86
2021,7515,5.97,18.96
2021,7516,5.98,19.17
2021,7517,5.94,19.18
2021,7518,5.89,19.04
2021,7519,5.93,18.85
2021,7520,5.92,18.98
2021,7521,5.88,19.01
2021,7522,5.92,18.92
2021,7523,5.93,18.78
2021,7524,6.08,18.96
2021,7525,6.02,18.92
2021,7526,5.93,18.88
2021,7527,5.93,18.89
2021,7528,5.95,18.83
2021,7529,5.96,19.01
2021,7530,5.95,19
2021,7531,5.9,18.69
2021,7532,6.06,18.39
2021,7533,6.01,18.31
2021,7534,5.96,18.42
2021,7535,5.96,18.4
2021,7536,5.93,18.33
2021,7537,5.9,18.01
2021,7538,5.89,17.22
2021,7539,5.91,17.23
2021,7540,5.93,17.28
2021,7541,5.89,17.29
2021,7542,5.89,17.62
2021,7543,5.88,17.69
2021,7544,5.86,17.97
2021,7545,5.87,18.38
2021,7546,5.92,18.61
2021,7547,5.97,18.85
2021,7548,6.14,18.98
2021,7549,6.07,18.88
2021,7550,6.06,18.83
2021,7551,6.09,19.01
2021,7552,6.07,18.96
2021,7553,6.11,18.92
2021,7554,5.96,16.16
2021,7555,5.74,13.47
2021,7556,5.89,13.31
2021,7557,6.03,15.69
2021,7558,5.99,17.09
2021,7559,5.89,17.38
2021,7560,5.83,17.85
2021,7561,5.83,17.66
2021,7562,5.76,19.59
2021,7563,5.75,18.26
2021,7564,5.81,17.38
2021,7565,5.81,16.92
2021,7566,5.76,17.55
2021,7567,5.76,18.33
2021,7568,5.76,17.47
2021,7569,5.76,11.62
2021,7570,5.79,12.27
2021,7571,5.75,19.81
2021,7572,5.77,20.52
2021,7573,5.89,19.53
2021,7574,5.94,21.29
2021,7575,5.93,22.02
2021,7576,5.9,21.91
2021,7577,5.92,21.84
2021,7578,5.97,21.96
2021,7579,6.03,22.15
2021,7580,6.02,22
2021,7581,6.01,21.98
2021,7582,5.96,22.19
2021,7583,5.96,22.11
2021,7584,5.95,22.14
2021,7585,5.97,22.3
2021,7586,6,22.46
2021,7587,5.99,22.48
2021,7588,5.97,22.69
2021,7589,6.01,22.62
2021,7590,5.97,22.77
2021,7591,5.96,22.67
2021,7592,5.99,22.62
2021,7593,5.99,22.82
2021,7594,6,22.88
2021,7595,6.03,22.59
2021,7596,6.06,21.6
2021,7597,6.03,21.21
2021,7598,6.03,21.51
2021,7599,6.04,21.68
2021,7600,6.01,21.85
2021,7601,5.99,21.85
2021,7602,6.04,21.72
2021,7603,6.08,21.75
2021,7604,6.07,21.26
2021,7605,6.03,21.24
2021,7606,6.02,21.75
2021,7607,6.01,21.79
2021,7608,5.96,21.89
2021,7609,5.96,21.94
2021,7610,5.98,21.76
2021,7611,5.98,21.67
2021,7612,5.96,21.65
2021,7613,5.91,21.84
2021,7614,5.81,21.98
2021,7615,5.85,21.83
2021,7616,5.9,21.68
2021,7617,5.83,21.39
2021,7618,5.83,21.18
2021,7619,5.86,21.45
2021,7620,5.94,21.84
2021,7621,5.91,22.17
2021,7622,5.81,22.06
2021,7623,5.85,22.12
2021,7624,5.79,22.36
2021,7625,5.79,22.16
2021,7626,5.8,21.93
2021,7627,5.84,22.16
2021,7628,5.88,22.44
2021,7629,5.86,22.33
2021,7630,5.84,22.11
2021,7631,5.85,21.53
2021,7632,5.8,21.21
2021,7633,5.75,20.95
2021,7634,5.92,21.59
2021,7635,5.8,21.56
2021,7636,5.8,21.41
2021,7637,5.75,21.41
2021,7638,5.75,21.41
2021,7639,5.77,21.66
2021,7640,5.82,21.6
2021,7641,5.81,21.29
2021,7642,5.83,21.24
2021,7643,5.8,21.05
2021,7644,6.14,20.92
2021,7645,6.41,20.98
2021,7646,6.29,20.48
2021,7647,6.27,20.38
2021,7648,6.41,19.9
2021,7649,6.43,20.82
2021,7650,6.27,20.61
2021,7651,6.41,20.74
2021,7652,6.4,21.03
2021,7653,6.39,21.25
2021,7654,6.4,21.18
2021,7655,6.35,21.09
2021,7656,6.36,21.13
2021,7657,6.35,20.88
2021,7658,6.35,20.85
2021,7659,6.35,21.11
2021,7660,6.33,21.14
2021,7661,6.32,20.63
2021,7662,6.34,20.93
2021,7663,6.29,21.01
2021,7664,6.3,20.3
2021,7665,6.27,19.93
2021,7666,6.28,20.58
2021,7667,6.32,21.01
2021,7668,6.37,20.97
2021,7669,6.47,20.54
2021,7670,6.46,20.29
2021,7671,6.44,20.14
2021,7672,6.44,20.18
2021,7673,6.52,20.08
2021,7674,6.41,19.12
2021,7675,6.4,18.47
2021,7676,6.4,19.04
2021,7677,6.36,19.04
